Subject type;Subject name;Creator;Instrument name;Instrument type;Instrument parameters;Function name;Data series;Wavevector (1/m);PSD (m³);standard error of PSD (m³);comment
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);135088484.10436055;3.250156798613648e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);157079632.67948806;2.6245185725924366e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);182212373.9082144;1.6323615847828202e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);216769893.09769073;1.1428319092143869e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);254469004.94077432;6.0231114028812345e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);295309709.43743914;2.926840222062381e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);345575191.8948782;1.2955364019004028e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);405265452.31308043;5.531580356746538e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);474380490.6920606;3.1508055857405183e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);556061899.6853843;1.900459649980946e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);650309679.2930768;9.427828861783951e-29;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);750840644.207951;6.217377269163148e-29;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);6283185.307179586;1.4501590535205922e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);8885765.876316732;2.6747597847461528e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);12566370.614359172;4.989166876328146e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);14049629.462081451;3.221598427855728e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);17771531.752633464;4.2361418359783366e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);19529302.99490772;7.583445144701185e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);23480478.275091413;3.968668576485135e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);26933657.770187356;4.314785865263765e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);32285132.195886623;2.962781741804123e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);38289506.4592071;3.080193997356776e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);44947594.63381034;1.8636491856597685e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);51674662.80236102;8.574130516453374e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);60803555.5166901;4.989132617416596e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);72157033.90320122;3.9637820000299887e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);84474859.27163719;1.806690704191747e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);98322550.10335402;1.8174531718074734e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);114589800.5134278;9.59782717529799e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);134350529.42479697;4.9433273658061704e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);157464518.55573055;3.2513029866670186e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);184295823.72776952;1.923436330494116e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);215799771.23819652;1.1143485169780233e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);252912996.7823621;7.863920492649698e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);296218371.5416525;3.573673285041211e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);346847777.0427263;1.648088180195527e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);406225940.8155949;7.227738408724032e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);475807864.2580176;3.5893215849583316e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);557330907.610194;1.8339953264745537e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);652793219.3245972;8.397673804170597e-29;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);762928712.7564596;4.779095939301636e-29;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;628318.5307179585;1.7254705600253915e-21;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;1256637.061435917;1.5832341219415135e-22;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;1884955.5921538884;2.6841277333903295e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;2513274.122871834;1.6945138977193102e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;3141592.6535898107;1.643036146634788e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;3769911.184307777;1.4888643172232454e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;4398229.715025712;1.283980393334998e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;5026548.245743668;1.4317509399258823e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;5969026.041820626;1.466795025387596e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;7225663.1032564705;1.1838684326678234e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;8482300.164692532;1.0778556714443568e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;9738937.226128444;1.1326083995852382e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;11309733.55292319;8.213839394300904e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;13508848.410436256;7.22378531689484e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;15707963.267948983;7.529818195488131e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;18221237.390820716;5.183284478970111e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;21676989.309769616;5.087692194457138e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;25446900.49407678;4.256411188173859e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;29530970.94374366;2.6463959954098074e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;34557519.18948693;1.766964106621934e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;40526545.23130795;1.1853275337236125e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;47438049.069205895;7.5606214180865875e-25;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;55606189.96853677;4.1330444468307762e-25;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;65030967.92930856;2.489476397159129e-25;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;75084064.42079936;1.8345409103131544e-25;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;628318.5307179585;8.38301012025941e-22;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;1256637.061435917;3.3476233782489906e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;1884955.5921538884;1.4112383630466843e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;2513274.122871834;1.1620753930725656e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;3141592.6535898107;1.734925729778698e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;3769911.184307777;1.8941216704723241e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;4398229.715025712;1.4191929224860484e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;5026548.245743668;1.2103800750125375e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;5969026.041820626;1.2196013711168237e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;7225663.1032564705;1.2709696825609329e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;8482300.164692532;1.0865351999344268e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;9738937.226128444;1.0091894556610931e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;11309733.55292319;9.419990041895315e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;13508848.410436256;8.300559525642062e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;15707963.267948983;6.2882330239013806e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;18221237.390820716;6.1303419840571676e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;21676989.309769616;5.277070208684241e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;25446900.49407678;4.08162509288348e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;29530970.94374366;2.8693483086862945e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;34557519.18948693;2.0905350434428433e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;40526545.23130795;1.1685943873946554e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;47438049.069205895;8.2658259362521645e-25;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;55606189.96853677;4.933156589799952e-25;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;65030967.92930856;3.3782412981645964e-25;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;75084064.42079936;2.8102802940086283e-25;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;628318.5307179587;1.0401142820045953e-21;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;888576.5876316732;1.020303020669783e-21;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;1256637.0614359174;2.1740655448795056e-22;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;1404962.9462081455;5.49751091182809e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;1777153.1752633464;6.718810075655488e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;1952930.2994907717;9.72353435974708e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;2348047.827509141;2.5048933882266814e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;2693365.7770187357;3.2333783988302647e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;3228513.219588663;5.4286324568715855e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;3828950.645920709;4.669634550049464e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;4494759.463381034;6.203710905422616e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;5167466.280236102;3.8675720213261614e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;6080355.551669006;3.859191291885887e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;7215703.390320135;4.558771374465299e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;8447485.927163718;6.5384457508704876e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;9832255.010335399;6.852576440900761e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;11458980.051342808;5.617066816126504e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;13435052.942479722;4.967260465829426e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;15746451.855573073;5.1531609567845895e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;18429582.372776944;4.81256554787964e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;21579977.12381959;4.462836769661247e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;25291299.678236157;3.792599386556631e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;29621837.15416538;3.367088116418083e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;34684777.70427273;2.397423039251176e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;40622594.08155932;1.5799542764451882e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;47580786.425802335;9.91418988470546e-25;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;55733090.76101941;6.479865628227039e-25;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;65279321.932458855;3.918982275428795e-25;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;76292871.27564733;2.925816543242052e-25;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);628318.5307179585;1.7254705600253915e-21;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);1256637.061435917;1.5832341219415135e-22;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);1884955.5921538884;2.6841277333903295e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);2513274.122871834;1.6945138977193102e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);3141592.6535898107;1.643036146634788e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);3769911.184307777;1.4888643172232454e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);4398229.715025712;1.283980393334998e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);5026548.245743668;1.4317509399258823e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);5969026.041820626;1.466795025387596e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);7225663.1032564705;1.1838684326678234e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);8482300.164692532;1.0778556714443568e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);9738937.226128444;1.1326083995852382e-23;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);11309733.55292319;8.213839394300904e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);13508848.410436256;7.22378531689484e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);15707963.267948983;7.529818195488131e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);18221237.390820716;5.183284478970111e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);21676989.309769616;5.087692194457138e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);25446900.49407678;4.256411188173859e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);29530970.94374366;2.6463959954098074e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);34557519.18948693;1.766964106621934e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);40526545.23130795;1.1853275337236125e-24;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);47438049.069205895;7.5606214180865875e-25;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);55606189.96853677;4.1330444468307762e-25;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);65030967.92930856;2.489476397159129e-25;;
measurement;UNCD.10um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);75084064.42079936;1.8345409103131544e-25;;
